No.,名称,☆,タイプ1,タイプ2,主属性,副属性,HP,攻撃,回復,コスト,スキル,リーダースキル,覚醒数,ギガグラ,最大Lv,,最大HP,最大攻撃,最大回復,HP指数,攻撃指数,回復指数,覚醒スキル1,覚醒スキル2,覚醒スキル3,覚醒スキル4,覚醒スキル5,覚醒スキル6,覚醒スキル7,覚醒スキル8,覚醒スキル9,,
1607,ゴアネコ,5,悪魔,,闇,,572,622,36,15,ジワジワ攻めるニャ！,黒蝕竜のオーラ,0,,50 ,,1373,1057,61,1.0,1.0,1.0,,,,,,,,,,,
1608,ゴア・マガラ＆ゴアネコ,6,悪魔,ドラゴン,闇,闇,1098,951,55,25,ジワジワ攻めるニャ！,黒蝕竜のオーラ,4,,99 ,,2745,1712,209,1.0,1.0,1.0,スキルブースト,2体攻撃,闇属性強化,暗闇耐性,,,,,,,
1609,フルフルネコ,4,回復,,光,,626,422,117,10,音なき不意打ちニャ！,忍び寄る奇怪,0,,50 ,,680,440,122,1.0,1.0,1.0,,,,,,,,,,,
1610,フルフル&フルフルネコ,5,回復,ドラゴン,光,水,1202,645,179,20,音なき不意打ちニャ！,忍び寄る奇怪,3,,99 ,,2805,1111,452,1.0,1.0,1.0,スキルブースト,バインド耐性,バインド耐性,,,,,,,,
1611,レックスネコ,5,ドラゴン,,木,,696,532,42,15,お怒りニャ！,絶対強者,0,,50 ,,1670,904,71,1.0,1.0,1.0,,,,,,,,,,,
1612,ティガレックス&レックスネコ,6,ドラゴン,体力,木,火,1336,814,64,25,お怒りニャ！,絶対強者,4,,99 ,,3640,1465,115,1.0,1.0,1.0,スキルブースト,木属性強化,火属性強化,2体攻撃,,,,,,,
1613,月下の愛猫神・バステト,7,神,悪魔,木,闇,1204,738,390,35,スプレッドキャッツ,ムーンナイトキャット,4,,99 ,,3310,1457,385,1.0,1.0,1.0,毒耐性,操作時間延長,2体攻撃,封印耐性,,,,,,,
1614,火の魔法使い・ライラ,5,攻撃,,火,,422,522,186,12,ファイアスペル,マジックブースト,0,,50 ,,1013,887,316,1.0,1.0,1.0,,,,,,,,,,,
1615,猛炎の魔道士・ライラ,6,攻撃,回復,火,火,810,798,284,17,ファイアスペル,マジックブースト,3,,99 ,,2025,1436,511,1.0,1.0,1.0,2体攻撃,火属性強化,封印耐性,,,,,,,,
1616,水の魔法使い・シャロン,5,攻撃,,水,,430,514,185,12,アクアスペル,マジックブースト,0,,50 ,,1032,874,315,1.0,1.0,1.0,,,,,,,,,,,
1617,錬水の魔道士・シャロン,6,攻撃,回復,水,水,826,787,284,17,アクアスペル,マジックブースト,3,,99 ,,2065,1417,511,1.0,1.0,1.0,2体攻撃,水属性強化,封印耐性,,,,,,,,
1618,木の魔法使い・リーザ,5,攻撃,,木,,426,512,188,12,ツリースペル,マジックブースト,0,,50 ,,1022,870,320,1.0,1.0,1.0,,,,,,,,,,,
1619,神木の魔道士・リーザ,6,攻撃,回復,木,木,818,783,288,17,ツリースペル,マジックブースト,3,,99 ,,2045,1409,518,1.0,1.0,1.0,2体攻撃,木属性強化,封印耐性,,,,,,,,
1620,光の魔法使い・レイ=シリウス,5,神,,光,,413,515,183,12,ライトスペル,マジックブースト,0,,50 ,,991,876,311,1.0,1.0,1.0,,,,,,,,,,,
1621,閃光の魔道士・レイ=シリウス,6,神,回復,光,光,793,788,280,17,ライトスペル,マジックブースト,3,,99 ,,2133,1418,504,1.0,1.0,1.0,2体攻撃,2体攻撃,封印耐性,,,,,,,,
1622,闇の魔法使い・ディル=シリウス,5,悪魔,,闇,,410,519,182,12,ダークスペル,マジックブースト,0,,50 ,,984,882,309,1.0,1.0,1.0,,,,,,,,,,,
1623,冥闇の魔道士・ディル=シリウス,6,悪魔,回復,闇,闇,787,794,278,17,ダークスペル,マジックブースト,3,,99 ,,2118,1429,500,1.0,1.0,1.0,2体攻撃,2体攻撃,封印耐性,,,,,,,,
1624,放浪の魔法使い・ウィジャス,5,ドラゴン,,光,,461,492,183,12,ブレイクタイム,時空の光時計,0,,50 ,,1106,836,311,1.0,1.0,1.0,,,,,,,,,,,
1625,時空の魔術師・ウィジャス,6,ドラゴン,回復,光,光,885,752,280,17,ブレイクタイム,時空の光時計,5,,99 ,,2013,1054,504,1.0,1.0,1.0,バインド耐性,バインド耐性,操作時間延長,操作時間延長,バインド回復,,,,,,
1626,道化の魔法使い・チェスター,5,ドラゴン,,闇,,522,548,117,12,グラビティルーム,次元のジグソーパズル,0,10%,50 ,,1253,932,199,1.0,1.0,1.0,,,,,,,,,,,
1627,次元の魔術師・チェスター,6,ドラゴン,悪魔,闇,闇,1002,839,179,17,グラビティルーム,次元のジグソーパズル,5,10%,99 ,,2455,1410,172,1.0,1.0,1.0,2体攻撃,封印耐性,操作時間延長,封印耐性,封印耐性,,,,,,
1628,コシュまる,6,悪魔,,木,木,825,634,278,30,エメラルドガード,コシュまるドリーム,0,,70 ,,2063,1205,473,1.0,1.0,1.0,,,,,,,,,,,
1629,姫護の魔公子・コシュまる,7,悪魔,,木,闇,1650,1085,0,40,エメラルドガード,コシュまるスピリット,3,,99 ,,3135,1519,0,1.0,1.0,1.0,木属性強化,自動回復,スキルブースト,,,,,,,,
1630,星龍帝・デフォード,5,ドラゴン,,光,,838,514,0,40,スターライトブレス,星雲の龍帝力,0,,50 ,,2011,874,0,1.0,1.0,1.0,,,,,,,,,,,
1631,天冥の星龍帝・デフォード,6,ドラゴン,,光,闇,1609,787,0,50,スターライトブレス,星雲の龍帝力,5,,99 ,,4023,1417,0,1.0,1.0,1.0,火ドロップ強化,水ドロップ強化,木ドロップ強化,闇ドロップ強化,光ドロップ強化,,,,,,
1632,ABE・フェンサー・レッド,3,バランス,,火,,202,105,49,7,なし,ヒーローストライク,0,,25 ,,909,473,103,1.0,1.0,1.0,,,,,,,,,,,
1633,ABE・ナイト・レッド,4,バランス,,火,,727,426,93,12,ダブルドロップ変化・火木,ヒーローストライク,2,,70 ,,1818,1065,195,1.0,1.0,1.0,火ドロップ強化,お邪魔耐性,,,,,,,,,
1634,ABE・遊び人・ブルース,3,攻撃,,水,,145,141,33,7,なし,むずむずパウダー,0,,25 ,,653,635,69,1.0,1.0,1.0,,,,,,,,,,,
1635,ABE・アーチャー・ブルース,4,攻撃,,水,,522,572,62,12,ダブル防御態勢・水,むずむずパウダー,2,,70 ,,1305,1430,130,1.0,1.0,1.0,水ドロップ強化,攻撃強化,,,,,,,,,
1636,ABE・マジシャン・チャック,3,攻撃,,光,,112,145,49,7,なし,ショックシールド,0,,25 ,,504,653,103,1.0,1.0,1.0,,,,,,,,,,,
1637,ABE・ウィザード・チャック,4,攻撃,,光,,403,588,93,12,守護魔法・光,ショックシールド,2,,70 ,,1008,1470,195,1.0,1.0,1.0,光ドロップ強化,暗闇耐性,,,,,,,,,
1638,ABE・ヒーラー・マチルダ,3,回復,,光,,236,55,102,7,なし,マチルダの秘薬,0,,25 ,,1062,248,214,1.0,1.0,1.0,,,,,,,,,,,
1639,ABE・プリースト・マチルダ,4,回復,,光,,850,223,193,12,ダブル防御態勢・光,マチルダの秘薬,2,,70 ,,2125,558,405,1.0,1.0,1.0,自動回復,回復強化,,,,,,,,,
1640,ABE・パイレーツ・ボム,3,体力,,闇,,259,122,7,7,なし,げんこつ,0,,25 ,,1166,549,15,1.0,1.0,1.0,,,,,,,,,,,
1641,ABE・キャプテン・ボム,4,体力,,闇,,933,494,14,12,ダブルドロップ変化・闇光,げんこつ,2,,70 ,,2333,1235,29,1.0,1.0,1.0,闇ドロップ強化,HP強化,,,,,,,,,
1642,ABE・ガード・ピグ,4,体力,,木,,399,104,0,12,グランドハウル,キングスマック,0,,50 ,,1796,468,0,1.0,1.0,1.0,,,,,,,,,,,
1643,ABE・ロイヤルガード・ピグ,5,体力,,木,闇,1437,421,0,22,グランドハウル,キングスマック,2,,99 ,,3593,1053,0,1.0,1.0,1.0,スキルブースト,バインド耐性,,,,,,,,,
1644,神罰の審理者・メタトロン,8,神,攻撃,闇,水,1346,855,133,60,神魔の息吹,審理者の至言,7,,99 ,,3530,1931,333,1.0,1.0,1.0,闇属性強化,スキルブースト,闇属性強化,バインド耐性,バインド耐性,スキルブースト,スキルブースト,,,,
1645,絶世の紅龍喚士・ソニア,7,ドラゴン,悪魔,火,闇,1832,693,66,50,継界召龍陣・火闇,魔龍族の真髄,6,,99 ,,3297,1925,165,1.0,1.0,1.0,火属性強化,闇属性強化,バインド回復,スキルブースト,スキルブースト,操作時間延長,,,,,
1646,地獄の魔神王・サタン,8,悪魔,,闇,火,1336,710,-9999,60,ワールドエンド,魔神王の兇眼,3,,99 ,,6666,1222,-9999,1.0,1.0,1.0,闇属性強化,闇属性強化,闇属性強化,,,,,,,,
1647,暗黒騎士・グラヴィス,5,体力,,闇,,1056,372,0,15,ダークネスゾーン,暗黒への妄執,0,,50 ,,2534,632,0,1.0,1.0,1.0,,,,,,,,,,,
1648,骸甲の暗黒騎士・グラヴィス,6,体力,悪魔,闇,火,2027,569,0,20,ダークネスゾーン,暗黒への妄執,3,,99 ,,5068,1024,-200,1.0,1.0,1.0,バインド耐性,火ドロップ強化,闇ドロップ強化,,,,,,,,
1649,赤騎士・ニム,5,攻撃,,火,,431,510,149,12,レッドクレスト,紅玉の騎士道,0,,50 ,,1034,867,253,1.0,1.0,1.0,,,,,,,,,,,
1650,蒼炎の鎧騎士・ニム,6,攻撃,回復,火,水,827,780,228,17,レッドクレスト,紅玉の騎士道,3,,99 ,,2068,1404,410,1.0,1.0,1.0,火ドロップ強化,スキルブースト,2体攻撃,,,,,,,,
1651,青騎士・ミューズ,5,神,,水,,689,448,51,12,ブルークレスト,蒼玉の騎士道,0,,50 ,,1654,762,87,1.0,1.0,1.0,,,,,,,,,,,
1652,翠氷の鎧騎士・ミューズ,6,神,体力,水,木,1323,686,78,17,ブルークレスト,蒼玉の騎士道,3,,99 ,,3308,1235,140,1.0,1.0,1.0,水ドロップ強化,スキルブースト,2体攻撃,,,,,,,,
1653,緑騎士・デルガド,5,バランス,,木,,553,515,82,12,グリーンクレスト,翠玉の騎士道,0,,50 ,,1327,876,139,1.0,1.0,1.0,,,,,,,,,,,
1654,紅嵐の鎧騎士・デルガド,6,バランス,ドラゴン,木,火,1062,788,125,17,グリーンクレスト,翠玉の騎士道,3,,99 ,,2655,1418,225,1.0,1.0,1.0,木ドロップ強化,スキルブースト,2体攻撃,,,,,,,,
1655,聖騎士・アークライン,5,回復,,光,,439,477,164,12,ホーリークレスト,黄玉の騎士道,0,,50 ,,1054,881,279,1.0,1.0,1.0,,,,,,,,,,,
1656,蒼大剣の鎧騎士・アークライン,6,回復,神,光,水,843,730,251,17,ホーリークレスト,黄玉の騎士道,3,,99 ,,2308,1214,452,1.0,1.0,1.0,光ドロップ強化,スキルブースト,2体攻撃,,,,,,,,
1657,魔騎士・クレーゼ,5,体力,,闇,,730,516,0,12,イービルクレスト,藍玉の騎士道,0,,50 ,,1752,877,0,1.0,1.0,1.0,,,,,,,,,,,
1658,蒼対剣の鎧騎士・クレーゼ,6,体力,悪魔,闇,水,1402,789,0,17,イービルクレスト,藍玉の騎士道,3,,99 ,,3505,1420,0,1.0,1.0,1.0,闇ドロップ強化,スキルブースト,2体攻撃,,,,,,,,
1659,セト,5,神,,火,,677,577,46,15,コロナブラスト,焦炎の本能,0,,50 ,,1625,981,78,1.0,1.0,1.0,,,,,,,,,,,
1660,焦炎神・セト,6,神,,火,木,1300,883,70,25,コロナブラスト,焦炎の本能,4,,99 ,,3250,1589,126,1.0,1.0,1.0,火ドロップ強化,スキルブースト,木ドロップ強化,火ドロップ強化,,,,,,,
1661,ヌト,5,神,,水,,554,465,104,15,セレスティアルサイン,星雲の抱擁,0,,50 ,,1330,791,177,1.0,1.0,1.0,,,,,,,,,,,
1662,星雲神・ヌト,6,神,体力,水,,1064,712,159,25,セレスティアルサイン,星雲の抱擁,4,,99 ,,3360,1282,288,1.0,1.0,1.0,水ドロップ強化,2体攻撃,操作時間延長,水ドロップ強化,,,,,,,
1663,オシリス,5,神,,木,,623,551,90,15,フォレストサイン,冥穣の王政,0,,50 ,,1495,937,153,1.0,1.0,1.0,,,,,,,,,,,
1664,冥穣神・オシリス,6,神,バランス,木,,1196,843,138,25,フォレストサイン,冥穣の王政,4,,99 ,,2990,1417,308,1.0,1.0,1.0,木ドロップ強化,2体攻撃,操作時間延長,木ドロップ強化,,,,,,,
1665,ハトホル,5,神,,光,,575,429,188,15,ヘブンスプラッシュ,聖命の昂揚,0,,50 ,,1380,729,320,1.0,1.0,1.0,,,,,,,,,,,
1666,聖命神・ハトホル,6,神,,光,水,1104,656,288,25,ヘブンスプラッシュ,聖命の昂揚,4,25%,99 ,,2760,1181,518,1.0,1.0,1.0,光ドロップ強化,スキルブースト,水ドロップ強化,光ドロップ強化,,,,,,,
1667,ネフティス,5,神,,闇,,511,474,195,15,ダークテラーミスト,冥霊の遊戯,0,,50 ,,1226,806,332,1.0,1.0,1.0,,,,,,,,,,,
1668,冥霊神・ネフティス,6,神,,闇,火,981,725,299,25,ダークテラーミスト,冥霊の遊戯,4,,99 ,,2453,1305,538,1.0,1.0,1.0,闇ドロップ強化,スキルブースト,火ドロップ強化,闇ドロップ強化,,,,,,,
1669,時女神・ウルド,5,神,,火,,566,613,153,30,時空調律陣・火水,紅蒼の神時計,1,,50 ,,1358,1042,260,1.0,1.0,1.0,0,,,,,,,,,,
1670,過去の時女神・ウルド,6,神,攻撃,火,水,1086,938,234,40,時空調律陣・火水,紅蒼の神時計,5,,99 ,,2715,1688,421,1.0,1.0,1.0,2体攻撃,スキルブースト,火ドロップ強化,封印耐性,火ドロップ強化,,,,,,
1671,時女神・ヴェルダンディ,5,神,,木,,657,514,164,30,時空調律陣・木火,翠紅の神時計,1,,50 ,,1577,874,279,1.0,1.0,1.0,0,,,,,,,,,,
1672,現在の時女神・ヴェルダンディ,6,神,バランス,木,火,1262,787,251,40,時空調律陣・木火,翠紅の神時計,5,,99 ,,3155,1417,452,1.0,1.0,1.0,2体攻撃,スキルブースト,木ドロップ強化,封印耐性,木ドロップ強化,,,,,,
1673,時女神・スクルド,6,神,,水,,849,440,109,40,時空調律陣・水木,蒼翠の神時計,1,,50 ,,2038,748,185,1.0,1.0,1.0,0,,,,,,,,,,
1674,未来の時女神・スクルド,7,神,体力,水,木,1630,673,167,60,時空調律陣・水木,蒼翠の神時計,6,,99 ,,4575,1211,301,1.0,1.0,1.0,2体攻撃,スキルブースト,水ドロップ強化,封印耐性,木ドロップ強化,水ドロップ強化,,,,,
1675,スーパーマン,5,攻撃,,光,,524,645,40,15,ヒート・ビジョン,スーパーストレングス,0,0%,50 ,0,1258,1097,68,1.0,1.0,1.0,,,,,,,,,,,
1676,クリプトンの末裔・スーパーマン,6,攻撃,体力,光,火,1006,987,61,25,ヒート・ビジョン,スーパーストレングス,4,0%,99 ,0,3315,1677,110,1.0,1.0,1.0,光属性強化,2体攻撃,スキルブースト,スキルブースト,,,,,,,
1677,スーパーガール,5,回復,,光,,497,487,183,15,北極ブレース,メイド・オブ・マイト,0,0%,50 ,0,1193,828,311,1.0,1.0,1.0,,,,,,,,,,,
1678,クリプトンの遺児・スーパーガール,6,回復,体力,光,水,954,745,280,25,北極ブレース,メイド・オブ・マイト,4,0%,99 ,0,3085,1101,524,1.0,1.0,1.0,2体攻撃,スキルブースト,封印耐性,光ドロップ強化,,,,,,,
1679,アクアマン,4,体力,,水,,676,493,53,10,アトランティスの銛,アトランティスの主,0,0%,50 ,0,1622,838,90,1.0,1.0,1.0,,,,,,,,,,,
1680,アトランティスの王・アクアマン,5,体力,,水,光,1298,754,81,20,アトランティスの銛,アトランティスの主,3,0%,99 ,0,3245,1357,146,1.0,1.0,1.0,2体攻撃,スキルブースト,水ドロップ強化,,,,,,,,
1681,グリーンアロー,4,バランス,,木,,578,446,131,10,ブロークンアロー,エメラルドアーチャー,0,0%,50 ,0,1387,758,223,1.0,1.0,1.0,,,,,,,,,,,
1682,エースアーチャー・グリーンアロー,5,バランス,,木,木,1110,682,201,20,ブロークンアロー,エメラルドアーチャー,3,0%,99 ,0,2775,1228,362,1.0,1.0,1.0,木ドロップ強化,封印耐性,木ドロップ強化,,,,,,,,
1683,フラッシュ,4,攻撃,,光,,412,587,135,10,無限質量パンチ,スピードフォースオーラ,0,0%,50 ,0,989,998,230,1.0,1.0,1.0,,,,,,,,,,,
1684,深紅のスピードスター・フラッシュ,5,攻撃,,光,光,791,898,207,20,無限質量パンチ,スピードフォースオーラ,3,0%,99 ,0,1978,1616,373,1.0,1.0,1.0,2体攻撃,操作時間延長,光ドロップ強化,,,,,,,,
1685,バットガール＆バットウーマン,4,バランス,,闇,,541,453,148,10,バタラング・ブリッツ,曲芸コンバット,0,0%,50 ,0,1298,770,252,1.0,1.0,1.0,,,,,,,,,,,
1686,自警団員・Bガール＆Bウーマン,5,バランス,,闇,闇,1038,693,227,20,バタラング・ブリッツ,曲芸コンバット,3,0%,99 ,0,2595,1247,409,1.0,1.0,1.0,闇ドロップ強化,暗闇耐性,2体攻撃,,,,,,,,
1687,ワンダーウーマン,4,攻撃,,木,,561,621,37,10,魔法の投げ縄,ウォリアー・プリンセス,0,0%,50 ,0,1346,1056,63,1.0,1.0,1.0,,,,,,,,,,,
1688,アテナの知恵・ワンダーウーマン,5,攻撃,,木,光,1077,950,57,20,魔法の投げ縄,ウォリアー・プリンセス,3,0%,99 ,0,2693,1710,103,1.0,1.0,1.0,封印耐性,スキルブースト,木属性強化,,,,,,,,
1689,ハーレイクイン,3,悪魔,,火,,99,139,67,5,なし,ワイルド・カード,0,0%,25 ,0,446,626,141,1.0,1.0,1.0,,,,,,,,,,,
1690,マッドラブ・ハーレイクイン,4,悪魔,,火,,357,563,127,10,ダブルドロップ変化・水火,ワイルド・カード,2,0%,70 ,0,893,1408,267,1.0,1.0,1.0,火ドロップ強化,お邪魔耐性,,,,,,,,,
1691,シルバーバンシー,3,悪魔,,水,,153,130,44,5,なし,バンシーの呪い,0,0%,25 ,0,689,585,92,1.0,1.0,1.0,,,,,,,,,,,
1692,死の嘆き・シルバーバンシー,4,悪魔,,水,,551,527,83,10,アクアスペル,バンシーの呪い,2,0%,70 ,0,1378,1318,174,1.0,1.0,1.0,水ドロップ強化,封印耐性,,,,,,,,,
1693,レックスルーサー,3,体力,,闇,,358,120,11,7,なし,レックスアーマー,0,0%,25 ,0,1611,540,23,1.0,1.0,1.0,,,,,,,,,,,
1694,悪の天才・レックスルーサー,4,体力,,闇,木,1289,486,21,12,ダークスペル,レックスアーマー,2,0%,99 ,0,3223,1215,44,1.0,1.0,1.0,バインド耐性,バインド耐性,,,,,,,,,
1695,ドゥームズデイ,3,攻撃,,木,,339,138,0,7,なし,アボミネーション,0,0%,25 ,0,1526,621,0,1.0,1.0,1.0,,,,,,,,,,,
1696,究極の生命体・ドゥームズデイ,4,攻撃,,木,闇,1221,559,0,12,グラビティルーム,アボミネーション,2,10%,99 ,0,3053,1398,0,1.0,1.0,1.0,闇ドロップ強化,木ドロップ強化,,,,,,,,,
1697,ポイズンアイビー,3,悪魔,,木,,115,107,105,5,なし,ハーベスト,0,0%,25 ,0,518,482,221,1.0,1.0,1.0,,,,,,,,,,,
1698,毒物学者・ポイズンアイビー,4,悪魔,,木,,414,434,199,10,毒の霧,ハーベスト,2,0%,70 ,0,1035,1085,418,1.0,1.0,1.0,木ドロップ強化,毒耐性,,,,,,,,,
1699,ダークサイド,4,悪魔,,闇,,356,169,12,10,オメガ・サンクション,アポコリプスの支配者,0,0%,50 ,0,1602,761,25,1.0,1.0,1.0,,,,,,,,,,,
1700,恐るべき君主・ダークサイド,5,悪魔,,闇,水,1282,685,23,20,オメガ・サンクション,アポコリプスの支配者,2,0%,99 ,0,3605,1713,48,1.0,1.0,1.0,スキルブースト,闇ドロップ強化,,,,,,,,,
1701,チビデビたま,2,強化合成用,,闇,,100,100,100,1,なし,なし,0,,1 ,,100,100,100,1.0,1.0,1.0,,,,,,,,,,,
1702,メモリアルたまドラ,7,能力覚醒,,光,,1000,1000,1000,100,1000日記念たまぁ！,能力覚醒！,1,,1 ,,-,-,-,1.0,1.0,1.0,0,,,,,,,,,,
1703,ラオウデビドラ,5,強化合成,,闇,,1990,1000,50,20,北斗剛掌波デビ～！,けんおうのとうき,0,0%,1 ,0,1990,1000,50,1.0,1.0,1.0,,,,,,,,,,,
1704,彷徨の魔法使い・ウィジャス,5,ドラゴン,,木,,461,492,183,12,ブレイクタイム,永世の風時計,0,0%,50 ,0,1106,836,311,1.0,1.0,1.0,,,,,,,,,,,
1705,永世の魔術師・ウィジャス,6,ドラゴン,回復,木,木,885,836,280,17,ブレイクタイム,永世の風時計,5,0%,99 ,0,2013,1054,504,1.0,1.0,1.0,バインド耐性,バインド耐性,操作時間延長,操作時間延長,バインド回復,,,,,,
1706,茜空の魔法使い・チェスター,5,ドラゴン,,火,,522,548,117,12,グラビティルーム,黄昏のジグソーパズル,0,10%,50 ,0,1253,932,199,1.0,1.0,1.0,,,,,,,,,,,
1707,黄昏の魔術師・チェスター,6,ドラゴン,悪魔,火,火,1002,839,179,17,グラビティルーム,黄昏のジグソーパズル,5,10%,99 ,0,2455,1410,172,1.0,1.0,1.0,2体攻撃,封印耐性,操作時間延長,封印耐性,封印耐性,,,,,,
1708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,趙雲,6,攻撃,,木,木,766,631,40,30,質実剛健の奮起,誠心の忠義,1,,70,,2786,1455,121,1.0,1.0,1.0,0,,,,,,,,,,
1711,龍威の勇将軍・趙雲,7,攻撃,ドラゴン,木,光,2229,1310,109,40,質実剛健の奮起,誠心の忠義,3,,99,,2911,1511,110,1.0,1.0,1.0,木ドロップ強化,スキルブースト,2体攻撃,,,,,,,,
1712,不屈の戦国龍王・ゼローグ,8,ドラゴン,攻撃,火,闇,924,1169,-250,60,戦国龍の豪気,戦国龍王の逆鱗,4,,99,,2733,1820,-150,1.0,1.0,1.0,回復強化,HP強化,2体攻撃,スキルブースト,,,,,,,
1713,五鉱の魔石龍・ミスリルエッジ,6,ドラゴン,,水,火,474,313,68,35,魔石光の瞬移,氷炎の龍護力,3,,99,,2333,1246,224,1.0,1.0,1.0,スキルブースト,スキルブースト,スキルブースト,,,,,,,,
1714,臥龍神・ミニ諸葛亮,4,ドラゴン,攻撃,木,,226,551,110,15,百戦百勝の求道,兵法の探求,1,,50,,542,937,187,1.0,1.0,1.0,0,,,,,,,,,,
1715,俊才の臥龍神・ミニ諸葛亮,5,ドラゴン,攻撃,木,闇,434,843,168,30,百戦百勝の求道,兵法の探求,2,,99,,1085,1517,302,1.0,1.0,1.0,スキルブースト,木ドロップ強化,,,,,,,,,
1716,美髯神・ミニ関羽,4,ドラゴン,体力,木,,658,385,0,15,不撓不屈の信義,超然の胆力,0,,50 ,,1579,655,0,1.0,1.0,1.0,,,,,,,,,,,
1717,義篤の美髯神・ミニ関羽,5,ドラゴン,体力,木,光,1263,590,0,30,不撓不屈の信義,超然の胆力,2,,99 ,,3158,1062,0,1.0,1.0,1.0,スキルブースト,木ドロップ強化,,,,,,,,,
1718,白銀聖闘士・シャイナ,4,攻撃,,木,,465,569,92,10,サンダークロウ,バカがなにを感心している,0,0%,50 ,0,1116,967,156,1.0,1.0,1.0,,,,,,,,,,,
1719,白銀聖闘士・蛇遣い座のシャイナ,5,攻撃,,木,光,893,870,140,20,サンダークロウ,おまえも本気で戦え,3,0%,99 ,0,2233,1566,252,1.0,1.0,1.0,バインド回復,封印耐性,操作時間延長,,,,,,,,
1720,黄金聖闘士・ムウ,4,回復,,光,,424,545,164,10,Sエクスティンクション,早そうに立ち去りなさい!!,0,0%,50 ,0,1018,927,279,1.0,1.0,1.0,,,,,,,,,,,
1721,黄金聖闘士・牡羊座のムウ,5,回復,攻撃,光,光,814,834,251,20,Sエクスティンクション,もはや容赦はしないぞ,3,0%,99 ,0,2035,1501,452,1.0,1.0,1.0,2体攻撃,スキルブースト,光ドロップ強化,,,,,,,,
1722,黄金聖闘士・童虎,5,ドラゴン,,木,,652,491,126,12,廬山百龍覇,おまえにはわしは討てん,0,0%,50 ,0,1565,835,214,1.0,1.0,1.0,,,,,,,,,,,
1723,黄金聖闘士・天秤座の童虎,6,ドラゴン,バランス,木,光,1252,752,193,22,廬山百龍覇,バカめ自ら消滅を望むか,4,0%,99 ,0,3130,1354,347,1.0,1.0,1.0,木ドロップ強化,スキルブースト,2体攻撃,2体攻撃,,,,,,,
1724,託されし魂・龍星座の紫龍,6,ドラゴン,攻撃,木,光,1346,783,69,30,廬山昇龍覇,今こそうなれわが聖剣よ,4,0%,99 ,0,3365,1509,124,1.0,1.0,1.0,木属性強化,木ドロップ強化,スキルブースト,操作時間延長,,,,,,,
1725,黄金の一矢・射手座の星矢,7,バランス,神,光,光,1269,768,179,32,ペガサス彗星拳,これが最後の一矢だあーッ,4,0%,99 ,0,3273,1482,382,1.0,1.0,1.0,2体攻撃,2体攻撃,暗闇耐性,スキルブースト,,,,,,,
1726,覚醒ヒノカグツチ,7,ドラゴン,体力,火,闇,1230,743,195,35,黄泉の波動,狂獄の神火,8,0%,99 ,0,4020,1560,91,1.0,1.0,1.0,2体攻撃,2体攻撃,火属性強化,スキルブースト,闇ドロップ強化,自動回復,2体攻撃,火ドロップ強化,,,
1727,神命姫神・ヴァルキリーローズ,8,回復,神,光,木,1593,996,438,45,攻撃態勢・光,イノセントブレイブ,5,0%,99 ,0,2308,1389,656,1.0,1.0,1.0,HP強化,光ドロップ強化,攻撃強化,2体攻撃,光ドロップ強化,,,,,,
1728,凰華姫神・ヴァルキリーファム,8,回復,神,火,光,1593,996,438,45,攻撃態勢・火,バーニングブレイブ,5,0%,99 ,0,2508,1389,656,1.0,1.0,1.0,2体攻撃,火属性強化,攻撃強化,スキルブースト,2体攻撃,,,,,,
1729,蒼翔姫神・ヴァルキリーレイン,8,回復,神,水,光,1593,996,438,45,攻撃態勢・水,サイレントブレイブ,5,0%,99 ,0,2508,1389,656,1.0,1.0,1.0,2体攻撃,水属性強化,攻撃強化,スキルブースト,2体攻撃,,,,,,
1730,茨戒姫神・ヴァルキリーエリーゼ,8,回復,神,木,闇,1593,996,438,45,攻撃態勢・木,フリーダムブレイブ,5,0%,99 ,0,2508,1389,656,1.0,1.0,1.0,2体攻撃,木属性強化,攻撃強化,スキルブースト,2体攻撃,,,,,,
1731,黒翼姫神・ヴァルキリークレール,8,回復,神,闇,火,1593,996,438,45,攻撃態勢・闇,ダークライトブレイブ,5,0%,99 ,0,2508,1389,656,1.0,1.0,1.0,2体攻撃,闇属性強化,攻撃強化,スキルブースト,2体攻撃,,,,,,
1732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,蒼鎖の星海神・アンドロメダ,7,神,回復,水,水,1194,632,288,35,蒼聖の鎖,王女の宿星,7,0%,99 ,0,2985,1238,578,1.0,1.0,1.0,水属性強化,バインド回復,スキルブースト,封印耐性,水属性強化,封印耐性,操作時間延長,,,,
1734,翠星の破邪神・ペルセウス,7,神,バランス,木,木,1258,691,227,35,碧星の剛剣,神器の守護,7,0%,99 ,0,3145,1444,409,1.0,1.0,1.0,木属性強化,バインド回復,スキルブースト,封印耐性,スキルブースト,封印耐性,操作時間延長,,,,
1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,澪王妃・ヘラ・イース,8,悪魔,神,水,水,1729,1065,214,70,フリージンググラビティ,澪王妃の双眸,6,10%,99 ,0,3504,1534,428,1.0,1.0,1.0,水ダメージ軽減,水ドロップ強化,スキルブースト,自動回復,自動回復,水ドロップ強化,,,,,
